source,target,dataset
yoyo awe westiora yokabo jainxon jato yoiwe ja teebo min jato betan aki kaibo,lee cada pregunta y preséntales la actividad que tenías prevista,educativo
já joketianra jakonmabires isinbo beai yoná koshiribira japekáo joai,abriéndole camino va la peste y viene detrás de él la fiebre ardiente,religioso
jaskáakin yoikana jesussen jato neskáakin yoia iki,entonces jesús dijo,religioso
jaskara iken ja jesús iníbo onannax ja shinannires mato jakanti jake jara omiskin ja ochaya jonibaon ichabiresakin jakonmaakana iki jaskarabo kopíkaya jatsanyamai shinan namanyamakanwe,piensen en jesús que sufrió tantas contradicciones de parte de gente mala y no les faltarán las fuerzas ni el ánimo,religioso
jawen rabé iti oxe rabé chonka kanchis neteya iketianra mai moa kikinni manxana iká iki,el día ventisiete del segundo mes la tierra estaba ya seca,religioso
awe akin nomiro representacionbo sokota cifiraya kaman jakoni jainshaman paketaiya,elabora representaciones de números de hasta seis cifras de forma concreta,educativo
jatian jesussen jato neskáa iki,jesús les contestó,religioso
jaskáakin jato yoia jatíbi maxko jemabotiibi bokana iki jakon joi jato yoiboi itan isinaiboribi jato benxoaboi tsoarin jesús ixon herodesnin onanyamaa,ellos partieron a recorrer los pueblos predicaban la buena nueva y hacían curaciones en todos los lugares,religioso
ja non ibo jesukriston jawen icha jakon shinan mato menibanon,la gracia del señor jesús permanezca con ustedes,religioso
"jawetianki maton axetiainko joxon,",cuando ustedes vienen al aula,educativo
jaskaramabora ikana iki ixonra en mato yoiai matoribira ja maton akai jakonma jawékibo akonkin jeneyamai dioski banéyamaax mato mawáti iki akin higo bimiomaki yoinmeeta esé,yo les aseguro que no y si ustedes no renuncian a sus caminos todos perecerán de igual modo,religioso
jamenyaa iki wetsa jema nato ani jema betan senenti atipana,dónde se ha visto jamás ciudad como ésta,religioso
abánon ja mato xaran iká ochaomatonpari makanman tsakakin peokin akin,aquel de ustedes que no tenga pecado que le arroje la primera piedra,religioso
ikaxbi jaskáakin shinankanai onantaanan jan jato yoia iki,jesús que conocía sus pensamientos les dijo,religioso
janxonribi jato meniwe jawekibo jain ati sectorbo ikain kaibo jaskaaxon jakon akin joyonkanti kopi itibi keska akin,también dales los materiales que deben ir en ese sector para que los ordenen en el lugar,educativo
shinan akai jaskaakin ati wishakanabo itanribi jaskaakin shinan akanabo kirikameran,formula hipótesis sobre el tipo de texto y su contenido,educativo
bakebo jakon akin jato tsinkiwe tsamabo axon jainxon jato menipakewe jan teeti kati jawekibo matematika sector ikainko,organiza a los estudiantes en grupos y entrégales los materiales del sector de matemática,educativo
ja kristo ikonhaa kopíra akanai onanma joniboakin noa shinankin ikaxbi enra kristo iráke akai matobobiribi onan joniboakin shinankanaitian noara jawemabiakin shinankanai matokayara kikinbo iki noara omiskanai jatian matora jakonhakanai,nosotros somos unos locos por cristo ustedes tienen la sabiduría cristiana nosotros somos débiles y ustedes fuertes ustedes son gente considerada y nosotros despreciados,religioso
isaíkan chiní bakebaon bakera pikónoxiki jara jonoxiki ja maibotiibi jakana jonibaon koshi itaanan jato ikinni jatianra jaki koshiax jaon manánoxikanai iki,surgirá un descendiente de jesé y se levantará para guiar las naciones en él pondrán éstas su esperanza,religioso
nato yoyo ikaira jonima iki jara westíora dios iki,esta es la voz de dios no de un hombre,religioso
ja yamé keskatonin iboa meranoara noa diossen pikoa iki jaskáaxonra jawen noi baken ikinaton jakanabo noa imaa iki,el nos arrancó del poder de las tinieblas y nos trasladó al reino de su hijo amado,religioso
nato jonira moa jati yamake,mata a ese hombre,religioso
jaton jema bichinaxa makan chiké maxkaten ishtokanai xobo pekatenbora nékanai ja yometso ikai keskatira xobo ventananbaonbi weíkanai,se arrojan sobre la ciudad corren sobre la muralla suben hasta las casas y por las ventanas entran como ladrones,religioso
itan mato sakerdotebaon shinanna riki yoina benchebo chantobo iamax isinaibo inonbi ea meninoxon beti maton joni koshibo jaskarabo boxontankanwe oinkanwe jabaonki maton menia jakonhaxon bitiki ixon,cuando ustedes traen para sacrificarla una bestia ciega o cuando presentan una coja o enferma creen que actúan bien llévasela al gobernador a ver si queda contento o si te recibe bien dice yavé de los ejércitos,religioso
teetairin ixon,a ver si es trabajador,cuentos
rey manda tsinitinin yoiyai ja joneta jawekibo meratibo,el rey manda que ubiquen un objeto,educativo
jatian ja nato jakonma yonoti jemaori boxon yamé meran potakanwe ja xeta kerox aki winiti ikainko akin jato aká iki,y a ese servidor inútil échenlo a la oscuridad de afuera allí será el llorar y el rechinar de dientes,religioso
"jawe jawekiki jato onanmati iki ixon,",considerando el tema,educativo
yoyo akanai kointo,leen un cuento,educativo
ja ibonra yoia iki ja nokon ibo,dijo el señor a mi señor,religioso
¿westiora kointomein iki?,¿será un cuento?,educativo
noara tsinkitai jaskaaxon ainbo iamax benbo noa jan renixonai katoti kopi,nos organizamos para elegir un delegado o delegada de aula,educativo
jaskáxonra moa mai pikotai noekan onanna iki,entonces noé se dio cuenta que las aguas se habían retirado de la superficie de la tierra,religioso
nokon namá meranra ea iibake nilo janeya paro kexá ea chankata,estaba yo parado a la orilla del río,religioso
kristonra noa xabáa iki jan tsokas atibo yamaax noa xabáshamanbo jakanon ixon,cristo nos liberó para ser libres,religioso
enbira oinna iki keenshamankin jaton atipana senenbo ofrenda akanaibo itan jaton atipana xewinmakinboribira akana iki,puedo atestiguar que lo hicieron según sus medios e incluso por encima de sus medios espontáneamente,religioso
jaskara ikenra ebebon chirankooxon min ea rabiketian jatíbi nato jawékibo mina iti iki akin,si te arrodillas y me adoras todo será tuyo,religioso
jatianra kaaitian jaon rarokin ichaxon jaton taribo bainapo kakaaxonkana iki jatiribibaonbiribi pei xatexon bainapo tipinxonkana iki,muchas personas extendían sus capas a lo largo del camino mientras otras lo cubrían con ramas cortadas en el campo,religioso
min onana meskokeska jawekiyabo,si conoces con más detalle sus niveles,educativo
jaskáa jesussen yoia iki,jesús respondió,religioso
wetsaboki ramíkin jato jakonmaakin yoiaibo dioski shiroaibo onsatanyamakin jakonmanin yoimisaibo jawéki akáx jan rabitaibo jaskáaxon jato jakonmaati shinan pikoaibo jaton anibaon joi ninkáxonkashamai yoitimataibo,y calumnias desafían a dios son altaneros orgullosos farsantes hábiles para lo malo y no obedecen a sus padres,religioso
matonbira onanke nokon wetsabo noa jan maxkatabo binox paxkinhonon kaman noa kikinni teetabo,recuerden hermanos nuestros trabajos y fatigas,religioso
jatian pedro jato betan kaa iki nokóketian ja jain yora akana chiteain iokana iki,pedro se fue sin más con ellos,religioso
bakeranontianbira jaskara esébo en senenhaa iki akin,maestro todo eso lo he practicado desde muy joven,religioso
benawe yoiyai jawekibo kirika wishain itinabo,localiza información que se encuentra en lugares evidentes del texto,educativo
¿tsoabaonki non wisha yoyo akai?,¿quiénes leerán nuestros textos?,educativo
jaskataxa moa jawen kimisha nete iti senena iki,y atardeció y amaneció fue el día tercero,religioso
tashira jawen moka toxkotama ikax jakon iki,la sal es buena pero si la sal pierde su sabor con qué se lo devolverán tengan sal en ustedes y vivan en paz unos con otros,religioso
ja jaweki akabo,los personajes,educativo
ja maton isin benxoaboki chonka joni iamawana,no han sido sanados los diez,religioso
jakon jawékibores noixonra jakonma jawékibo min omisa iki jakopíra mia diossen katota iki min dios ixon jaskáaxonra ja miibetan ikábo bebonbires raro mia imaa iki iki,amas la justicia y aborreces la maldad por eso oh dios tu dios te consagró con óleo de alegría con preferencia a tus compañeros,religioso
keyoti jato yokawe,cierre pregúntales,educativo
jaskara kopíra ja reken senenhabekonti joi diossen akainko yoina retekana jimiribi chikota iki,por eso se derramó sangre al iniciarse el antiguo testamento,religioso
¿jaweranoki non jato merati atipana?,¿dónde los podemos ubicar?,educativo
¿ jawe kopiki non ati atipana sectoresbo axetiainko jakon akin joyonkin ?,¿por qué es importante que organicemos los sectores de nuestra aula?,educativo
ja jesukristora jabi iki moatianbi ramakamanbi itan jatíbitian inóxiki,cristo jesús permanece hoy como ayer y por la eternidad,religioso
shinankanwe ja israel jonibo ja yoina dios menoxonkana nami piaibora jatikaxbi ja jainxon dios yoina menoxontiainoax dioski menikaakanai,fíjense en los israelitas para ellos comer de las víctimas es entrar en comunión con su altar,religioso
benbo itan ainbo bake quinto gradobaonra akanai jakiribi jaton kirika ati baritia peoribikin,los niños y las niñas de quinto grado inician una nueva etapa escolar,educativo
ani tsinkibo kirika pei anishaman meniwe itanribi pulmonesbo jaskaaxon jaton corquis akanti kopi,proporciona a los grupos hojas grandes y plumones para que hagan su croquis,educativo
maestró nato ainbora jawen benemabi yoranmai iitaitian non merake,maestro esta mujer es una adúltera y ha sido sorprendida en el acto,religioso
akin akana iki jatian jaskáakin namáxon jato yoia kopí bebonbires josé omiskana iki,y lo aborrrecieron más aún a causa de sus sueños y de sus interpretaciones,religioso
ja akana teebora jato jishtiaxonoxiki ja non aká jawékibo onanti nete nokoketian ja westíoraxonbo akana teebora chiikan tanai keskáakin anoxiki,un día se verá el trabajo de cada uno se hará público en el día del juicio cuando todo sea probado por el fuego el fuego pues probará la obra de cada uno,religioso
matora ikai moa jatíbi jawékiayaton shinanmeeti,pero qué hacer ustedes ya son ricos están satisfechos y se sienten reyes sin nosotros,religioso
ja tsinki akanabo,la clasificación que hicieron,educativo
¿jawekeska akinmein non jawekibo ati atipana?,¿cómo nos organizaremos?,educativo
jatianra jonassen jato neskáa iki,jonás les contestó,religioso
jaweki biketian menikana pei kirika bea yoyo ati kirikainxon,boletas que hayan traído para la biblioteca de aula,educativo
ja jain miinmeeti kinira hitita jonibaona abraham maroni iká iki,dicho campo y la cueva que hay en él fueron comprados a los hititas,religioso
ikaxbi noa westíorabaonra kriston keenxon meniares jawen tee ati onan shinan non bipakea iki,cada uno de nosotros ha recibido su talento y cristo es quien fijó la medida de sus dones para cada uno,religioso
jainoax jawen xobon ikábo jakonhaxon jato ikinti onanribi iti jake jatian jawen bakeboribi iti jake jato jakonhakin esea ikax jakoni jaax yoitibo,que sepa gobernar su propia casa y mantener a sus hijos obedientes y bien criados,religioso
ja egiptonko joni koshi jikimakanaiba kaax noa nokóketianra noa aibake non yoyo akabi jakonma koshi joinres noa aboankin jaskákin noa aibake matobo riki paranaxon noa ramianoxon non jema oinni bekanabo akin,el hombre que gobierna ese país nos habló con aspereza y nos tomó por espías,religioso
moa jawékiax potókanketian jesussen jaonmea onannaibo yoia iki,cuando quedaron satisfechos jesús dijo a sus discípulos,religioso
¿min tsama ikainkoki ja benbo bakebo ainbo bakebo xewina?,¿en tu grupo hay más niños que niñas?,educativo
jaskákinra yapa biai jonin mishkiti betan jawen redbo rabiai jainxonra jabo rabikin yoinabo retexonai itan inkienso inintibo menoxonai jabo kopíresa jakon itan icha pitia iki,feliz y contento por su pesca le ofrece sacrificios a su red quema incienso a sus mallas pues a ellas les debe que haya pescado tanto y tenga que comer en abundancia,religioso
jainoax abraham jakiribi joá iki jain jawen yonotibo banéwanainko jaskata pekáo jainoax jatikaxbi beersebanko bekana iki jain jaaira abraham baneta iki nakornin bakebo iká,abraham regresó a donde estaban sus criados y juntos emprendieron la marcha hacia bersebá donde abraham fijó su residencia,religioso
jatian jaskákanaitian oinxon ja sontároboyabi kapitán pablon jato neskáakin keshana iki,pero pablo dijo al capitán y a los soldados,religioso
"nato unidad ikain,",en esta unidad,educativo
metowe jaweranoki yoiyai,señalando dónde dice,educativo
jakopíra jaskara atin keenkinres maton jato reteai ea mato betan jatin itan maton tsinkítiainbo itinribi ea keenyamaa iki jaskarabo ixonribi maton akai yoinakibobi sinátaanan moa niamanon ixon jaton tae chiponobo jato xatenaankin,que nunca mi alma participe en sus intrigas y que mi corazón esté lejos de su compañía porque en su enojo mataron hombres y en su furor desjarretaron toros,religioso
nato neten pikókinra non jawebi beyamaa iki jatian mawákinra non jawebiribi boyamanoxiki,pues al llegar al mundo no trajimos nada y al dejarlo tampoco nos llevaremos nada,religioso
jato jaskáa jatíbi neskati saa iribakana iki,ellos empezaron a gritar,religioso
jaskatax jakoni axenkanti kopi itan raroshaman ikanti,donde se sientan cómodos y compartan con alegría,educativo
ichara benóxikanai eki yoinmeetax ea riki kristo iki ikaibo jaskáakin yoixonbora jato icha paranoxikanai,cuando varios usurpen mi nombre y digan yo soy el me sías pues engañarán a mucha gente,religioso
ja levikan bakebobiribi iká iki,los hijos de leví,religioso
jatian jerusalénhain ixon ja paskua fiestatian ratéti jawékibo jesussen akaitian oinxonra ichaxon ikonhakana iki,jesús se quedó en jerusalén durante la fiesta de la pascua y muchos creyeron en él al ver las señales milagrosas que hacía pero jesús no se fiaba de ellos pues los conocía a todos,religioso
