source,target,dataset
pikasi riki ea,estamos hambrientos.,flashcards
jakoinra tsinkiya riki noa,tenemos un buen equipo.,flashcards
"nericha jowe, tom","acércate, tom.",flashcards
jatiribibaonra ati atipanyamaibake,algunos no sabían combatir.,flashcards
¿jawerato min biai?,¿cuál escogerás?,flashcards
teeresawanke ea,seguí trabajando.,flashcards
―iro nopokanta nokoake nojina.,―he venido porque busco esposa.,cuentos
¿en mia benati atipana?,¿puedo visitar?,flashcards
¿mia francesnin yoyo ikai?,¿habla usted francés?,flashcards
toman xepenai,tom abrió la puerta.,flashcards
¿min ea ninkata?,¿me oíste?,flashcards
jakon riki mia,eres bueno.,flashcards
tomki yoyo iki riki,estaba hablando de tom.,flashcards
aparoni kitaiteri yora pijiri ipokake obankoki tsinane ikantapakeri iri:,"un día el murciélago visitó la casa de una mujer, y dijo al padre de ésta:",cuentos
tomra bewai ibake,tom estaba cantando.,flashcards
¿senen pitiyarin mia?,¿tienes comida suficiente?,flashcards
jawekibo shinani,estamos meditando.,flashcards
eara tantikasai,quiero descansar.,flashcards
jaskara kawe,sigue así.,flashcards
¿en tanabanon?,¿me lo puedo probar?,flashcards
manzanara en pike,comí manzanas.,flashcards
maton kenrin bewati,les gusta cantar.,flashcards
¿jawe min shinanai?,¿qué recuerdas?,flashcards
eara kenai,quiero más.,flashcards
noa yoyo iti atipana,podemos hablar.,flashcards
¿enki mia bakish kenati atipana?,¿puedo llamarte mañana?,flashcards
psicología axei riki ea,estudio psicología.,flashcards
¡kikin janso!,¡qué farsante!,flashcards
¿mia neno ja iki?,¿has vivido aquí?,flashcards
nonra ointi jake,debemos evacuar.,flashcards
jaskara ayamawe,no hagas eso.,flashcards
¿axeai bakeborin mato?,¿son estudiantes?,flashcards
¿jaweranorin min poi?,¿dónde está tu hermana?,flashcards
enra mia yoiti iwanke,debería habértelo dicho.,flashcards
jakoinra bake riki ea,soy un buen niño.,flashcards
¿jawe cd mia ninkakasai?,¿qué cd quieres escuchar?,flashcards
jawetiki non ja ribina?,¿cuánto le debemos?,flashcards
tomra ibake paxkina,tom estaba exhausto.,flashcards
ichaira jan noe atira mia akai,echas demasiada pimienta.,flashcards
enra onanke jawerano jarin ixon mia,sé dónde vives.,flashcards
¿en jaskaakin aka oinkasai?,¿quieres ver mis traducciones?,flashcards
jara oke oxai,ella duerme de costado.,flashcards
¿nato rapisnin en wishati atipana?,¿puedo usar este lápiz?,flashcards
nato jan peranti tsekawe,quita esta mesa.,flashcards
akasishaman mia axeai,seguramente estudias con ganas.,flashcards
minra ea yoyo imayamai,me estás interrumpiendo.,flashcards
tomra karesa iki,tomás siguió caminando.,flashcards
jara en ake,yo hice eso.,flashcards
¿jawemein ea bikasai?,¿qué quisiera comprar?,flashcards
axeai bakeranon riki ea,soy estudiante.,flashcards
nonra piti jake,deberíamos comer.,flashcards
nonra grofesbo ake,hicimos gofres.,flashcards
xepotira xepen iki,la puerta está abierta.,flashcards
jatixonbi ninkawanke,todos escuchaban atentamente.,flashcards
arestiya riki ea,debo continuar.,flashcards
eara oxake,me dormí.,flashcards
enra mia akinresti atipanke,todavía puedo ayudarte.,flashcards
wetsabires yoyo ati kirikara jakon iki,cualquier libro servirá.,flashcards
―panakeketi pimpaperori pijina.,―ve y trae a tu mujer.,cuentos
"ramara xana iki, ¿ikon?","hoy hace calor, ¿cierto?",flashcards
eara caballonin niti atipanke.,puedo andar a caballo.,flashcards
minra karo benxoati jake,deberías arreglar tu coche.,flashcards
noara senenya iwanke,hemos tenido suficiente.,flashcards
keyotiainra tom yoyo ibake,tom finalmente habló.,flashcards
¿jawe kopiki mia onisai?,¿por qué estás triste?,flashcards
jariki witax nenkeya.,él tiene piernas largas.,flashcards
jaweyomaobi riki ea,soy pobre.,flashcards
¿min kenrin ea?,¿te gusto?,flashcards
jemanxonra en manai,esperaré fuera.,flashcards
tomra ike onankasi,tom quería conocerle.,flashcards
¿nonki imati atipana?,¿podemos permitírnoslo?,flashcards
jainmacha riki mi a,eres injusto.,flashcards
bakishra isini ibake,ayer estaba enfermo.,flashcards
¿minki ati onana?,¿sabes usarlo?,flashcards
mibera en namatai,soñaré contigo.,flashcards
ochomara iwanke,estuvo muy cerca.,flashcards
enki tom akinti atipana.,puedo ayudar a tom.,flashcards
¿jawetio anirin mia?,¿cuánto mides?,flashcards
eabicho riki,yo estoy sola.,flashcards
jabaonra ea kopiati jake,ellos deberían pagarme.,flashcards
¿min jato ointi atipana?,¿puedes verlos?,flashcards
¿ishton kairin mia?,¿estás apurado?,flashcards
atikoma jawekibo,me resulta irresistible.,flashcards
¿neno mia jakasai?,¿quieres vivir aquí?,flashcards
jatibi ea axeawe,enséñamelo todo.,flashcards
¿min ransati onana?,¿sabes bailar?,flashcards
¿mia ransakasai?,¿quiere bailar?,flashcards
¿jatixonbi oinkanai?,¿es popular?,flashcards
onisama riki ea,no estoy triste.,flashcards
¿mia jaya iki?,¿lo tienes?,flashcards
"oinresi riki ea, irake","sólo estoy mirando, gracias.",flashcards
westiora karora winoke,pasó un auto.,flashcards
isini keskara iwanke,él parecía enfermo.,flashcards
eara coreano iki,soy coreano.,flashcards
watoninra icha piai,él come mucho.,flashcards
jatibira keyoke,todo terminó.,flashcards
chicho akin joinwe,respira profundamente.,flashcards
¿eki yoyo ikirin mia?,¿estás hablando de mí?,flashcards
ja pekaora min onanai,comprenderás luego.,flashcards
¿westiora yoka en ati atipana?,¿puedo hacer una pregunta?,flashcards
enra ati jake,espero poder hacerlo.,flashcards
jakoma jawekira en ayamake,no hice nada ilegal.,flashcards
―¿paita pantiri aka?,―¿qué haces acá?,cuentos
jakoinra jaweki riki,es un buen sistema.,flashcards
eara axeyamai,no estudio.,flashcards
"jansoresiki mia iwana, ¿ikon?","estabas exagerando, ¿verdad?",flashcards
¿jan batantiki japaria?,¿queda algo de azúcar?,flashcards
eara jan ayorakin osanmai,me hacía reír mucho.,flashcards
te abakotabakeriji.,pero no lo aceptó.,cuentos
mia onankana,te conocen.,flashcards
westora jan kepentira mia maxkake,necesitas una llave.,flashcards
¿enki jawen ken jawekibo ramiaka?,¿herí tus sentimientos?,flashcards
masa shinanira ikanai,están preocupados.,flashcards
¿jaweshaman mia pikasai?,¿qué desearías comer?,flashcards
jakonra ike,ha mejorado.,flashcards
¿min ea ninkati atipana?,¿puedes oírme?,flashcards
yoyo iki riki noa,estamos al habla.,flashcards
ja xobo winwe,mira esa casa.,flashcards
sere ichamara banetai,queda poco tiempo.,flashcards
jakonra iwanke,era fabuloso.,flashcards
jainmashokora en jointi atipanke,apenas puedo respirar.,flashcards
jawen yoyo ati kirikara en yoyo awanke,leí su libro.,flashcards
reken pari piiti riki,primero comamos.,flashcards
¿jawekopi sei iki mia ika?,¿por qué estabas gritando?,flashcards
jain piti marokanaiki en mia yoiti atipana,puedo recomendar este restaurante.,flashcards
jabaonra meken tash aibake,ellos aplaudieron.,flashcards
matsira iwanke,hacía mucho frío.,flashcards
¿neskaraki neno winota?,¿realmente pasó todo esto?,flashcards
enra amai,lo permitiré.,flashcards
bakishra en firimanai,lo firmaré mañana.,flashcards
¿chekeboki jen akanai?,¿aceptan cheques de viajero?,flashcards
eara noyati atipanke,puedo volar.,flashcards
¿jawe kopi min aka?,¿por qué hiciste eso?,flashcards
eara aleman axekasai,quiero estudiar alemán.,flashcards
jatixonbi ikoanyama,todos dudaron.,flashcards
enra manaponko niai,intentaré memorizarlo.,flashcards
goborora toshike,el globo reventó.,flashcards
kikin jain riki nokon shinan,estoy absolutamente segura.,flashcards
mishora kafe iki,el gato es café.,flashcards
tomanra ayamai,tom canceló.,flashcards
janra seneanke sokota chonka baritia,ella cumplió dieciséis años.,flashcards
miara kati jake,es mejor que vayas.,flashcards
jatibira wetsakeska ikai,todo cambiará.,flashcards
jawerano ixonra en onanke,sé dónde está.,flashcards
enra oinke,soy testigo.,flashcards
"tom, yoyo itaniwe","tom, di algo.",flashcards
minra tanati jake,deberías probarlo.,flashcards
¿mibe ikaiyarin mia?,¿tienes novia?,flashcards
eara iskon wetsayabo iki,tengo ocho hermanos.,flashcards
ari itoapakero.,entonces se abrió.,cuentos
nato oinwe,examine esto.,flashcards
tsoabira ebe yoyo iyamai,nadie habla conmigo.,flashcards
kakasi mia katires,puedes ir si quieres.,flashcards
¿jawetirin min iwe?,¿cuánto pesas?,flashcards
oi namanra ea chankatai,marchamos bajo la lluvia.,flashcards
¿mia barin menotima kopi raskita?,¿te pusiste bloqueador solar?,flashcards
ponteti yoyo iwe,habla claramente.,flashcards
noara noabichoma iki,no estamos solos.,flashcards
tomra ibake ratekaina,tom estaba impresionado.,flashcards
enra miaki manatiatipanyamake.,puedo esperar por ti.,flashcards
¿jawetianki non piti atipana?,¿cuándo podemos comer?,flashcards
jawekibo akai riki ea,soy agente.,flashcards
¿jakoinra min merai?,¿la encuentras atractiva?,flashcards
tsoabira jakoma baneyamake,nadie resultó herido.,flashcards
enra westionara marokin biti atipanke.,yo puedo comprar uno.,flashcards
noara jaweki aki iki,estamos ocupados.,flashcards
jatibi wishawe,anótalo todo.,flashcards
bakishra en yokatai,le preguntaré mañana.,flashcards
mia vinoya iki,tiene vino.,flashcards
ramara mia ochoma iki,estás muy cerca ahora.,flashcards
¿tsobe tsinirin mia?,¿con qué estás jugando?,flashcards
jakoma jawekira en ake,hice algo malo.,flashcards
yatankanara ea ike,estaba atrapado.,flashcards
eara cirugia kenai,necesito cirugía.,flashcards
eara westiora hora pekao joribai,volveré en una hora.,flashcards
¿jawekopiki en mia ninkati ja?,¿por qué debería escucharte?,flashcards
paxkina keska,pareces cansado.,flashcards
tomra ramabi kati jake,tom debería irse ahora.,flashcards
joimara banekanke.,se quedaron sin palabras.,flashcards
tsonbira ninkayamai,nadie entiende.,flashcards
eara chinibaon join yoyo iti atipanke,puedo hablar chino.,flashcards
bena jawekibora en oinmake,encargué nuevos muebles.,flashcards
¿jawekeskaakin min nato jene xeati aka?,¿cómo hiciste esta sopa?,flashcards
¡jakoma joni!,¡qué imbécil!,flashcards
kerasma riki,está muy limpio.,flashcards
eara sinanya iti atipanke.,yo puedo ser razonable.,flashcards
¿bakishki joai?,¿vendrá mañana?,flashcards
eara main kakasai,preferiría caminar.,flashcards
eara parankanke,me engañaron.,flashcards
"ninkawe, ¿mia kenai?","escúchame, ¿quieres?",flashcards
wetsa poiya riki ea,tengo otra hermana.,flashcards
tomra yoyo ikai,tom hablará.,flashcards
jaton ani jemara yoyo ixonke,defendieron su país.,flashcards
eara ichaira oxake,dormí mucho.,flashcards
enra onanke ja chexakati iwana,sé como me sentía.,flashcards
¿min ea betsoakasai?,¿quieres besarme?,flashcards
caviara en pike,comí caviar.,flashcards
jansoi keska riki mia,creo que estás mintiendo.,flashcards
xepoti xepowe,cierra la puerta.,flashcards
tomra karesa iki,tom siguió caminando.,flashcards
nato atikoma jaweki en mia akinti atipana,puedo resolver este problema.,flashcards
xepoti kamanra ea kaibake,fui hasta la puerta.,flashcards
ishton chopa sawewe,vístete rápido.,flashcards
osanti jaweki akires ipain riki,ojalá estuviera bromeando.,flashcards
enra ikoanyamataniai,lo dudo mucho.,flashcards
eara londres onankasai,me gustaría visitar londres.,flashcards
tomanra yoiwanke,tom contestó.,flashcards
kikini ratetara ibake,estaba realmente asustada.,flashcards
kikin onan riki mia,eres ingenioso.,flashcards
"jakonax iwe, tom","acostúmbrate, tom.",flashcards
kikin jakoinra,parece interesante.,flashcards
natonra mia xanamai,esto te dará calor.,flashcards
¿wetsanko katiyarin mia?,¿tiene pasaporte?,flashcards
¿jawe teebi min miercolesnin ayamai?,¿estás libre el miércoles?,flashcards
janra jakon akin yoakai,ella cocina bien.,flashcards
¿jawekopiki mia niskanai?,¿por qué estás sudando?,flashcards
bata jaweki tanawe,prueba este dulce.,flashcards
"mia ransati atipana, ¿ikon?","puedes bailar, ¿verdad?",flashcards
¿en mato westiora yoka ati atipana?,¿puedo haceros una pregunta?,flashcards
ichaira piara ibirai,debería haber comido más.,flashcards
¿en mia akinti kenai?,¿quieres mi ayuda?,flashcards
"jowe, ea meniwe","venga, dámelo.",flashcards
minra tanake,lo intentaste.,flashcards
jatsainra neno ike,hacía tanto ruido ahí.,flashcards
¡chopatani sawewe!,!pónganse algo de ropa!,flashcards
xepokana riki ea,estoy atrapado.,flashcards
jawe ati yama,es aburrido.,flashcards
jawebira en ayamake,no hice nada.,flashcards
noara jain yoyo ikai,tenemos razón.,flashcards
bii riki ea,estoy comprando.,flashcards
eara baneti atipanyamake,no puedo parar.,flashcards
cafe aki riki ea,estoy haciendo café.,flashcards
jain katira en onanyamake,no sé adónde ir.,flashcards
tomanki wetsakeskaakin aka,tom cambió.,flashcards
diosra jake,dios existe.,flashcards
miara kati atipanke,puedes irte.,flashcards
yora icharine atiri ijatini yantabeti irobaneki.,el pariente trabajaba en su chacra.,cuentos
jainra ja tsiniai,él juega allí.,flashcards
¿jawerano mia kai?,¿adónde vas?,flashcards
¿miaki jakon winoti iitai?,¿la estás pasando bien?,flashcards
ea jisara jaribake,soy gemelo.,flashcards
moa jishtena riki ea,estoy despierto.,flashcards
minra jawekibo seneanti jake,tú estás bajo juramento.,flashcards
¿jawetianki peokotai?,¿cuándo empezará?,flashcards
eara oinkanke,me vieron.,flashcards
eara icha axeke,aprendí mucho.,flashcards
eara icha koriki keyoke,perdí mucho dinero.,flashcards
jainra noa ikai,ahí estaremos.,flashcards
frances axekasira ea ike,quería estudiar francés.,flashcards
jara en mia akinti atipanke,yo puedo atestiguar eso.,flashcards
¿mia jawe kenai?,¿queréis algo?,flashcards
jatixonbi oranwanke,todos oraron.,flashcards
nenonxonra min yoyo ati atipanke,puedes estudiar aquí.,flashcards
¿jawe min benai?,¿qué buscás?,flashcards
bero chopewe,abre los ojos.,flashcards
tomra ishtoibake,tom corrió.,flashcards
¿mia jawe winota?,¿te pasó algo?,flashcards
papa bakish joribawe,papá vuelve mañana.,flashcards
eara osanyashaman jikiai,estaré contento.,flashcards
¿en maton baritia yoiti atipana?,¿puedo preguntarles su edad?,flashcards
shinainbakanke teekanti,acordaron trabajar juntos.,flashcards
ja tananon iwe,probemos eso.,flashcards
nato kafera moka iki,este café sabe amargo.,flashcards
―teña oshitikakotantanakenari ina. tee nokemisanteroji otianbetana noijaterime apa anta inchatoshiki.,―no le obedecí en seguirle a mi padre al monte.,cuentos
bakishra ea kikin akin yoyo akai,mañana estudiaré mucho.,flashcards
trenra yamekiri nokotai,el tren llega temprano.,flashcards
ea atipanketian,puedo parar cuando quiera.,flashcards
wetsa non ati atipanke,probemos otro.,flashcards
eara koshiboiba kai,te demandaré.,flashcards
karonko joribawe,regresa al auto.,flashcards
wanoa riki ea,estoy casado.,flashcards
¿jawe mato maxkata?,¿qué necesitan?,flashcards
wetsara en bikasai,quiero comprar otra.,flashcards
febril riki ea,estoy febril.,flashcards
ikenkishiririaka ishinkitakeri cheero opoñaaka iranteri.,y comenzaron a pelear.,cuentos
¡kikin metsaira jaweki!,¡qué agradable sorpresa!,flashcards
noara yometsoakanke,nos robaron.,flashcards
¡ea pikomakanwe!,¡déjame salir!,flashcards
ora tsinane yanakero cherepito.,la señorita estaba con martín pescador.,cuentos
enra mia ointi atipanyamake,no puedo verte.,flashcards
tomra apendicitisya ike,tom tuvo apendicitis.,flashcards
tomra ibake jainmacha,tom estaba indeciso.,flashcards
islandes riki ea,soy islandés.,flashcards
tomanra osainbake,tom sonrió.,flashcards
¡pelotabo jotoaban!,¡qué hincha pelotas!,flashcards
¿tsonki jenea?,¿quién lo ha dejado?,flashcards
miara jakonai,te recuperarás.,flashcards
¿jaweti kopiki ika?,¿cuánto costaron?,flashcards
jatibitianra kikini teetai,siempre trabaja duro.,flashcards
¿atikoma jaweki min akarin?,¿acaso es una trampa?,flashcards
¿jawetianrin mia?,¿de cuánto estás?,flashcards
enra nokon ribinbo kopiake,pagué mis cuentas.,flashcards
¿mia te kenai?,¿preferirías té?,flashcards
mia baneti atipana,puedes quedarte.,flashcards
wetsabires jaweki akinai,cualquier cosa ayudará.,flashcards
ea jakoni bewati atipana,puedo cantar bien.,flashcards
bobo jisabires mia,pareces bobo.,flashcards
―meeka pametena.,―ahora córtame el cabello.,cuentos
¿miabichorin bake?,¿eres hijo único?,flashcards
non yoyo ati atipana,podríamos leer.,flashcards
"jishtenwe, tom","despiértate, tom.",flashcards
¿mia jishtena iki?,¿estás despierta?,flashcards
raroi riki ea,estoy emocionado.,flashcards
¡min nokoa!,¡lo lograste!,flashcards
bakish en mia oinban,te veo mañana.,flashcards
¿mia ranx ikai?,¿tú roncas?,flashcards
enra onanyama ike jawerano mia itina ixon,no sabía dónde estabas.,flashcards
tomra jainshamama ibake,tom estaba dudando.,flashcards
noikana riki ea,soy amada.,flashcards
nenobi banewe,aguarda aquí.,flashcards
marinra jaton yoyoikai masaake.,mary interrumpió nuestra conversación.,flashcards
eara kirinkonin join yoyo ikai,hablo inglés.,flashcards
janra jato ese yokawanke,él les pidió consejo.,flashcards
¿yoatiki ja?,¿debería preparar algo?,flashcards
ari iñapatiri ikantapairi:,al ver al carpintero le dijo:,cuentos
apanioji oshitikakobetanakena.,porque me dejó amarrado.,cuentos
jainra iwankanke,estaban jadeando.,flashcards
ea bichora kai,iré solo.,flashcards
moara min ake,ya lo hiciste.,flashcards
¿jakonki mia ja?,¿eres feliz?,flashcards
jainki mia itina,estás espléndida.,flashcards
bochikiakanara iti jake,deberían haberse alzado.,flashcards
enbichora ati atipanke,puedo hacerlo sola.,flashcards
